sales_id,order_id,product_id,price_per_unit,quantity,total_price,customer_id,payment,order_date,delivery_date,customer_name,gender,age,home_address,zip_code,city,state,country,product_type,product_name,size,colour,price,description
569,122,258,95,1,95,732,29226,2021-04-13,2021-05-04,Gorden Seago,Genderfluid,80.0,905 Stephanie BoulevardApt. 217,8114,Port Aaronton,Queensland,Australia,Shirt,Polo,L,yellow,117,"A yellow coloured, L sized, Polo Shirt"
570,122,712,119,2,238,732,29226,2021-04-13,2021-05-04,Gorden Seago,Genderfluid,80.0,905 Stephanie BoulevardApt. 217,8114,Port Aaronton,Queensland,Australia,Jacket,Trench Coat,M,yellow,112,"A yellow coloured, M sized, Trench Coat Jacket"
571,123,616,112,1,112,471,17133,2021-03-04,2021-03-22,Hayyim Trewhella,Non-binary,31.0,8662 Maya PlaceApt. 834,8731,Boyerland,New South Wales,Australia,Jacket,Cardigan,S,blue,118,"A blue coloured, S sized, Cardigan Jacket"
572,123,724,119,2,238,471,17133,2021-03-04,2021-03-22,Hayyim Trewhella,Non-binary,31.0,8662 Maya PlaceApt. 834,8731,Boyerland,New South Wales,Australia,Jacket,Trench Coat,XL,blue,112,"A blue coloured, XL sized, Trench Coat Jacket"
573,123,700,119,3,357,471,17133,2021-03-04,2021-03-22,Hayyim Trewhella,Non-binary,31.0,8662 Maya PlaceApt. 834,8731,Boyerland,New South Wales,Australia,Jacket,Trench Coat,XS,red,112,"A red coloured, XS sized, Trench Coat Jacket"
574,123,553,98,2,196,471,17133,2021-03-04,2021-03-22,Hayyim Trewhella,Non-binary,31.0,8662 Maya PlaceApt. 834,8731,Boyerland,New South Wales,Australia,Jacket,Leather,L,indigo,113,"A indigo coloured, L sized, Leather Jacket"
575,123,958,97,2,194,471,17133,2021-03-04,2021-03-22,Hayyim Trewhella,Non-binary,31.0,8662 Maya PlaceApt. 834,8731,Boyerland,New South Wales,Australia,Trousers,Slim-Fit,L,yellow,119,"A yellow coloured, L sized, Slim-Fit Trousers"
576,123,1065,93,2,186,471,17133,2021-03-04,2021-03-22,Hayyim Trewhella,Non-binary,31.0,8662 Maya PlaceApt. 834,8731,Boyerland,New South Wales,Australia,Trousers,Joggers,XS,green,94,"A green coloured, XS sized, Joggers Trousers"
577,123,108,92,2,184,471,17133,2021-03-04,2021-03-22,Hayyim Trewhella,Non-binary,31.0,8662 Maya PlaceApt. 834,8731,Boyerland,New South Wales,Australia,Shirt,Denim,L,red,115,"A red coloured, L sized, Denim Shirt"
578,123,75,118,1,118,471,17133,2021-03-04,2021-03-22,Hayyim Trewhella,Non-binary,31.0,8662 Maya PlaceApt. 834,8731,Boyerland,New South Wales,Australia,Shirt,Flannel,XS,orange,96,"A orange coloured, XS sized, Flannel Shirt"
579,123,361,94,3,282,471,17133,2021-03-04,2021-03-22,Hayyim Trewhella,Non-binary,31.0,8662 Maya PlaceApt. 834,8731,Boyerland,New South Wales,Australia,Shirt,Henley,S,yellow,92,"A yellow coloured, S sized, Henley Shirt"
580,124,352,94,2,188,776,43888,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24.0,3744 Max PlaceApt. 109,8348,Harveyville,Australian Capital Territory,Australia,Shirt,Henley,M,red,92,"A red coloured, M sized, Henley Shirt"
581,124,563,100,1,100,776,43888,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24.0,3744 Max PlaceApt. 109,8348,Harveyville,Australian Capital Territory,Australia,Jacket,Bomber,L,red,90,"A red coloured, L sized, Bomber Jacket"
582,124,647,93,1,93,776,43888,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24.0,3744 Max PlaceApt. 109,8348,Harveyville,Australian Capital Territory,Australia,Jacket,Coach,M,green,115,"A green coloured, M sized, Coach Jacket"
583,124,572,100,2,200,776,43888,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24.0,3744 Max PlaceApt. 109,8348,Harveyville,Australian Capital Territory,Australia,Jacket,Bomber,M,yellow,90,"A yellow coloured, M sized, Bomber Jacket"
584,124,32,96,3,288,776,43888,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24.0,3744 Max PlaceApt. 109,8348,Harveyville,Australian Capital Territory,Australia,Shirt,Oxford Cloth,M,violet,114,"A violet coloured, M sized, Oxford Cloth Shirt"
585,124,200,98,3,294,776,43888,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24.0,3744 Max PlaceApt. 109,8348,Harveyville,Australian Capital Territory,Australia,Shirt,Camp Collared,XS,indigo,112,"A indigo coloured, XS sized, Camp Collared Shirt"
586,124,1199,105,2,210,776,43888,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24.0,3744 Max PlaceApt. 109,8348,Harveyville,Australian Capital Territory,Australia,Trousers,Pleated,XL,orange,90,"A orange coloured, XL sized, Pleated Trousers"
587,124,137,92,3,276,776,43888,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24.0,3744 Max PlaceApt. 109,8348,Harveyville,Australian Capital Territory,Australia,Shirt,Denim,M,violet,115,"A violet coloured, M sized, Denim Shirt"
588,124,1058,93,3,279,776,43888,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24.0,3744 Max PlaceApt. 109,8348,Harveyville,Australian Capital Territory,Australia,Trousers,Joggers,L,orange,94,"A orange coloured, L sized, Joggers Trousers"
589,124,640,93,1,93,776,43888,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24.0,3744 Max PlaceApt. 109,8348,Harveyville,Australian Capital Territory,Australia,Jacket,Coach,XS,yellow,115,"A yellow coloured, XS sized, Coach Jacket"
590,125,586,100,1,100,321,29600,2021-10-22,2021-11-03,Jena Kelling,Female,44.0,52 Savannah LaneApt. 519,6724,Kaihaven,New South Wales,Australia,Jacket,Bomber,S,indigo,90,"A indigo coloured, S sized, Bomber Jacket"
591,125,1223,105,1,105,321,29600,2021-10-22,2021-11-03,Jena Kelling,Female,44.0,52 Savannah LaneApt. 519,6724,Kaihaven,New South Wales,Australia,Trousers,Pleated,L,violet,90,"A violet coloured, L sized, Pleated Trousers"
592,126,678,113,1,113,326,29536,2021-01-31,2021-02-20,Meade Yglesia,Genderfluid,54.0,624 Bode TrailSuite 795,6294,New Masonport,Northern Territory,Australia,Jacket,Parka,L,yellow,119,"A yellow coloured, L sized, Parka Jacket"
593,126,312,105,2,210,326,29536,2021-01-31,2021-02-20,Meade Yglesia,Genderfluid,54.0,624 Bode TrailSuite 795,6294,New Masonport,Northern Territory,Australia,Shirt,Cuban Collar,M,violet,93,"A violet coloured, M sized, Cuban Collar Shirt"
594,126,444,107,2,214,326,29536,2021-01-31,2021-02-20,Meade Yglesia,Genderfluid,54.0,624 Bode TrailSuite 795,6294,New Masonport,Northern Territory,Australia,Jacket,Denim,XL,blue,92,"A blue coloured, XL sized, Denim Jacket"
595,126,33,96,2,192,326,29536,2021-01-31,2021-02-20,Meade Yglesia,Genderfluid,54.0,624 Bode TrailSuite 795,6294,New Masonport,Northern Territory,Australia,Shirt,Oxford Cloth,L,violet,114,"A violet coloured, L sized, Oxford Cloth Shirt"
596,126,613,112,2,224,326,29536,2021-01-31,2021-02-20,Meade Yglesia,Genderfluid,54.0,624 Bode TrailSuite 795,6294,New Masonport,Northern Territory,Australia,Jacket,Cardigan,L,green,118,"A green coloured, L sized, Cardigan Jacket"
597,126,310,105,3,315,326,29536,2021-01-31,2021-02-20,Meade Yglesia,Genderfluid,54.0,624 Bode TrailSuite 795,6294,New Masonport,Northern Territory,Australia,Shirt,Cuban Collar,XS,violet,93,"A violet coloured, XS sized, Cuban Collar Shirt"
598,127,384,94,3,282,51,43262,2021-04-01,2021-04-11,Kayley Brosoli,Non-binary,52.0,59 Hand ManorApt. 544,6322,South Evaport,Northern Territory,Australia,Shirt,Henley,XL,violet,92,"A violet coloured, XL sized, Henley Shirt"
599,127,539,98,3,294,51,43262,2021-04-01,2021-04-11,Kayley Brosoli,Non-binary,52.0,59 Hand ManorApt. 544,6322,South Evaport,Northern Territory,Australia,Jacket,Leather,XL,yellow,113,"A yellow coloured, XL sized, Leather Jacket"
600,127,1138,102,1,102,51,43262,2021-04-01,2021-04-11,Kayley Brosoli,Non-binary,52.0,59 Hand ManorApt. 544,6322,South Evaport,Northern Territory,Australia,Trousers,Cargo Pants,L,green,106,"A green coloured, L sized, Cargo Pants Trousers"
601,127,34,96,1,96,51,43262,2021-04-01,2021-04-11,Kayley Brosoli,Non-binary,52.0,59 Hand ManorApt. 544,6322,South Evaport,Northern Territory,Australia,Shirt,Oxford Cloth,XL,violet,114,"A violet coloured, XL sized, Oxford Cloth Shirt"
602,127,542,98,1,98,51,43262,2021-04-01,2021-04-11,Kayley Brosoli,Non-binary,52.0,59 Hand ManorApt. 544,6322,South Evaport,Northern Territory,Australia,Jacket,Leather,M,green,113,"A green coloured, M sized, Leather Jacket"
603,127,477,118,2,236,51,43262,2021-04-01,2021-04-11,Kayley Brosoli,Non-binary,52.0,59 Hand ManorApt. 544,6322,South Evaport,Northern Territory,Australia,Jacket,Puffer,M,blue,110,"A blue coloured, M sized, Puffer Jacket"
604,127,328,109,2,218,51,43262,2021-04-01,2021-04-11,Kayley Brosoli,Non-binary,52.0,59 Hand ManorApt. 544,6322,South Evaport,Northern Territory,Australia,Shirt,Mandarin Collar,L,yellow,108,"A yellow coloured, L sized, Mandarin Collar Shirt"
605,127,121,92,1,92,51,43262,2021-04-01,2021-04-11,Kayley Brosoli,Non-binary,52.0,59 Hand ManorApt. 544,6322,South Evaport,Northern Territory,Australia,Shirt,Denim,S,green,115,"A green coloured, S sized, Denim Shirt"
606,128,674,113,3,339,936,17661,2021-10-13,2021-11-09,Mart Naismith,Genderfluid,77.0,562 Mann MeadowApt. 977,2372,Huelfort,Australian Capital Territory,Australia,Jacket,Parka,XL,orange,119,"A orange coloured, XL sized, Parka Jacket"
607,128,240,106,3,318,936,17661,2021-10-13,2021-11-09,Mart Naismith,Genderfluid,77.0,562 Mann MeadowApt. 977,2372,Huelfort,Australian Capital Territory,Australia,Shirt,Chambray,XS,violet,105,"A violet coloured, XS sized, Chambray Shirt"
608,128,1002,106,2,212,936,17661,2021-10-13,2021-11-09,Mart Naismith,Genderfluid,77.0,562 Mann MeadowApt. 977,2372,Huelfort,Australian Capital Territory,Australia,Trousers,Wool,M,blue,111,"A blue coloured, M sized, Wool Trousers"
609,128,322,109,2,218,936,17661,2021-10-13,2021-11-09,Mart Naismith,Genderfluid,77.0,562 Mann MeadowApt. 977,2372,Huelfort,Australian Capital Territory,Australia,Shirt,Mandarin Collar,M,orange,108,"A orange coloured, M sized, Mandarin Collar Shirt"
610,128,814,117,3,351,936,17661,2021-10-13,2021-11-09,Mart Naismith,Genderfluid,77.0,562 Mann MeadowApt. 977,2372,Huelfort,Australian Capital Territory,Australia,Jacket,Shearling,XL,orange,95,"A orange coloured, XL sized, Shearling Jacket"
611,128,185,98,1,98,936,17661,2021-10-13,2021-11-09,Mart Naismith,Genderfluid,77.0,562 Mann MeadowApt. 977,2372,Huelfort,Australian Capital Territory,Australia,Shirt,Camp Collared,XS,yellow,112,"A yellow coloured, XS sized, Camp Collared Shirt"
612,128,787,91,2,182,936,17661,2021-10-13,2021-11-09,Mart Naismith,Genderfluid,77.0,562 Mann MeadowApt. 977,2372,Huelfort,Australian Capital Territory,Australia,Jacket,Pullover,M,green,114,"A green coloured, M sized, Pullover Jacket"
613,129,1026,90,2,180,428,42185,2021-05-24,2021-05-27,Jammal Varcoe,Polygender,66.0,80 Hermiston WaySuite 403,1112,North Liamfort,Australian Capital Territory,Australia,Trousers,Relaxed Leg,S,yellow,95,"A yellow coloured, S sized, Relaxed Leg Trousers"
614,129,570,100,1,100,428,42185,2021-05-24,2021-05-27,Jammal Varcoe,Polygender,66.0,80 Hermiston WaySuite 403,1112,North Liamfort,Australian Capital Territory,Australia,Jacket,Bomber,XS,yellow,90,"A yellow coloured, XS sized, Bomber Jacket"
615,129,872,113,2,226,428,42185,2021-05-24,2021-05-27,Jammal Varcoe,Polygender,66.0,80 Hermiston WaySuite 403,1112,North Liamfort,Australian Capital Territory,Australia,Trousers,Chinos,M,violet,100,"A violet coloured, M sized, Chinos Trousers"
616,130,250,95,1,95,439,12827,2021-06-20,2021-07-15,Daren Airs,Female,75.0,378 John MallSuite 835,3142,West Thomas,Victoria,Australia,Shirt,Polo,XS,orange,117,"A orange coloured, XS sized, Polo Shirt"
617,131,215,106,3,318,629,52850,2021-09-20,2021-09-24,Sigismundo Basek,Male,53.0,4355 Caitlin CourtApt. 697,6606,Amberland,Western Australia,Australia,Shirt,Chambray,XS,orange,105,"A orange coloured, XS sized, Chambray Shirt"
618,131,535,98,1,98,629,52850,2021-09-20,2021-09-24,Sigismundo Basek,Male,53.0,4355 Caitlin CourtApt. 697,6606,Amberland,Western Australia,Australia,Jacket,Leather,XS,yellow,113,"A yellow coloured, XS sized, Leather Jacket"
619,131,865,113,2,226,629,52850,2021-09-20,2021-09-24,Sigismundo Basek,Male,53.0,4355 Caitlin CourtApt. 697,6606,Amberland,Western Australia,Australia,Trousers,Chinos,XS,indigo,100,"A indigo coloured, XS sized, Chinos Trousers"
620,131,1142,102,2,204,629,52850,2021-09-20,2021-09-24,Sigismundo Basek,Male,53.0,4355 Caitlin CourtApt. 697,6606,Amberland,Western Australia,Australia,Trousers,Cargo Pants,M,blue,106,"A blue coloured, M sized, Cargo Pants Trousers"
621,131,517,102,1,102,629,52850,2021-09-20,2021-09-24,Sigismundo Basek,Male,53.0,4355 Caitlin CourtApt. 697,6606,Amberland,Western Australia,Australia,Jacket,Windbreaker,M,indigo,109,"A indigo coloured, M sized, Windbreaker Jacket"
622,132,420,107,1,107,562,10396,2021-04-17,2021-05-01,Joy Mirrlees,Agender,58.0,04 Spencer MallApt. 910,8257,West Rubyland,Queensland,Australia,Jacket,Denim,XS,red,92,"A red coloured, XS sized, Denim Jacket"
623,132,207,98,2,196,562,10396,2021-04-17,2021-05-01,Joy Mirrlees,Agender,58.0,04 Spencer MallApt. 910,8257,West Rubyland,Queensland,Australia,Shirt,Camp Collared,M,violet,112,"A violet coloured, M sized, Camp Collared Shirt"
624,132,979,97,1,97,562,10396,2021-04-17,2021-05-01,Joy Mirrlees,Agender,58.0,04 Spencer MallApt. 910,8257,West Rubyland,Queensland,Australia,Trousers,Slim-Fit,XL,violet,119,"A violet coloured, XL sized, Slim-Fit Trousers"
625,132,1227,112,2,224,562,10396,2021-04-17,2021-05-01,Joy Mirrlees,Agender,58.0,04 Spencer MallApt. 910,8257,West Rubyland,Queensland,Australia,Trousers,Tracksuit Bottoms,M,red,91,"A red coloured, M sized, Tracksuit Bottoms Trousers"
626,132,658,93,3,279,562,10396,2021-04-17,2021-05-01,Joy Mirrlees,Agender,58.0,04 Spencer MallApt. 910,8257,West Rubyland,Queensland,Australia,Jacket,Coach,L,indigo,115,"A indigo coloured, L sized, Coach Jacket"
627,133,523,102,1,102,878,43759,2021-07-07,2021-07-17,Elianore Syphas,Genderfluid,54.0,478 Amy RunSuite 042,5733,Lake William,Victoria,Australia,Jacket,Windbreaker,L,violet,109,"A violet coloured, L sized, Windbreaker Jacket"
628,133,942,96,2,192,878,43759,2021-07-07,2021-07-17,Elianore Syphas,Genderfluid,54.0,478 Amy RunSuite 042,5733,Lake William,Victoria,Australia,Trousers,Drawstring,M,violet,104,"A violet coloured, M sized, Drawstring Trousers"
629,133,374,94,3,282,878,43759,2021-07-07,2021-07-17,Elianore Syphas,Genderfluid,54.0,478 Amy RunSuite 042,5733,Lake William,Victoria,Australia,Shirt,Henley,XL,blue,92,"A blue coloured, XL sized, Henley Shirt"
630,134,770,91,1,91,12,39451,2021-06-19,2021-07-01,Fedora Dmych,Bigender,78.0,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,Jacket,Pullover,XS,red,114,"A red coloured, XS sized, Pullover Jacket"
631,134,516,102,2,204,12,39451,2021-06-19,2021-07-01,Fedora Dmych,Bigender,78.0,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,Jacket,Windbreaker,S,indigo,109,"A indigo coloured, S sized, Windbreaker Jacket"
632,134,989,106,2,212,12,39451,2021-06-19,2021-07-01,Fedora Dmych,Bigender,78.0,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,Trousers,Wool,XL,orange,111,"A orange coloured, XL sized, Wool Trousers"
633,134,407,119,2,238,12,39451,2021-06-19,2021-07-01,Fedora Dmych,Bigender,78.0,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,Shirt,Casual Slim Fit,M,blue,113,"A blue coloured, M sized, Casual Slim Fit Shirt"
634,134,840,113,2,226,12,39451,2021-06-19,2021-07-01,Fedora Dmych,Bigender,78.0,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,Trousers,Chinos,XS,red,100,"A red coloured, XS sized, Chinos Trousers"
635,134,185,98,2,196,12,39451,2021-06-19,2021-07-01,Fedora Dmych,Bigender,78.0,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,Shirt,Camp Collared,XS,yellow,112,"A yellow coloured, XS sized, Camp Collared Shirt"
636,134,653,93,3,279,12,39451,2021-06-19,2021-07-01,Fedora Dmych,Bigender,78.0,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,Jacket,Coach,L,blue,115,"A blue coloured, L sized, Coach Jacket"
637,134,1194,105,1,105,12,39451,2021-06-19,2021-07-01,Fedora Dmych,Bigender,78.0,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,Trousers,Pleated,XL,red,90,"A red coloured, XL sized, Pleated Trousers"
638,135,106,92,1,92,942,53723,2021-05-15,2021-06-02,Lacee Denyukin,Genderfluid,45.0,040 Patrick Estate DrApt. 254,5149,North Nicholaston,Victoria,Australia,Shirt,Denim,S,red,115,"A red coloured, S sized, Denim Shirt"
639,135,730,119,2,238,942,53723,2021-05-15,2021-06-02,Lacee Denyukin,Genderfluid,45.0,040 Patrick Estate DrApt. 254,5149,North Nicholaston,Victoria,Australia,Jacket,Trench Coat,XS,violet,112,"A violet coloured, XS sized, Trench Coat Jacket"
640,135,654,93,2,186,942,53723,2021-05-15,2021-06-02,Lacee Denyukin,Genderfluid,45.0,040 Patrick Estate DrApt. 254,5149,North Nicholaston,Victoria,Australia,Jacket,Coach,XL,blue,115,"A blue coloured, XL sized, Coach Jacket"
641,135,376,94,1,94,942,53723,2021-05-15,2021-06-02,Lacee Denyukin,Genderfluid,45.0,040 Patrick Estate DrApt. 254,5149,North Nicholaston,Victoria,Australia,Shirt,Henley,S,indigo,92,"A indigo coloured, S sized, Henley Shirt"
642,136,816,117,2,234,539,35331,2021-09-06,2021-09-08,Sonny Tremollet,Male,78.0,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,Jacket,Shearling,S,yellow,95,"A yellow coloured, S sized, Shearling Jacket"
643,136,174,91,3,273,539,35331,2021-09-06,2021-09-08,Sonny Tremollet,Male,78.0,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,Shirt,Linen,XL,violet,116,"A violet coloured, XL sized, Linen Shirt"
644,136,582,100,3,300,539,35331,2021-09-06,2021-09-08,Sonny Tremollet,Male,78.0,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,Jacket,Bomber,M,blue,90,"A blue coloured, M sized, Bomber Jacket"
645,137,1137,102,1,102,298,58875,2021-10-18,2021-10-20,Roobbie Persich,Female,29.0,42 Mackenzie CourtApt. 934,6386,Sanfordberg,Queensland,Australia,Trousers,Cargo Pants,M,green,106,"A green coloured, M sized, Cargo Pants Trousers"
646,137,175,98,1,98,298,58875,2021-10-18,2021-10-20,Roobbie Persich,Female,29.0,42 Mackenzie CourtApt. 934,6386,Sanfordberg,Queensland,Australia,Shirt,Camp Collared,XS,red,112,"A red coloured, XS sized, Camp Collared Shirt"
647,137,826,117,1,117,298,58875,2021-10-18,2021-10-20,Roobbie Persich,Female,29.0,42 Mackenzie CourtApt. 934,6386,Sanfordberg,Queensland,Australia,Jacket,Shearling,S,blue,95,"A blue coloured, S sized, Shearling Jacket"
648,137,236,106,3,318,298,58875,2021-10-18,2021-10-20,Roobbie Persich,Female,29.0,42 Mackenzie CourtApt. 934,6386,Sanfordberg,Queensland,Australia,Shirt,Chambray,S,indigo,105,"A indigo coloured, S sized, Chambray Shirt"
649,138,51,104,2,208,331,50666,2021-02-05,2021-02-10,Binnie Gonzales,Polygender,32.0,5756 Savannah DriveApt. 644,7980,Aidenton,Northern Territory,Australia,Shirt,Dress,S,green,119,"A green coloured, S sized, Dress Shirt"
650,138,518,102,3,306,331,50666,2021-02-05,2021-02-10,Binnie Gonzales,Polygender,32.0,5756 Savannah DriveApt. 644,7980,Aidenton,Northern Territory,Australia,Jacket,Windbreaker,L,indigo,109,"A indigo coloured, L sized, Windbreaker Jacket"
651,138,2,96,2,192,331,50666,2021-02-05,2021-02-10,Binnie Gonzales,Polygender,32.0,5756 Savannah DriveApt. 644,7980,Aidenton,Northern Territory,Australia,Shirt,Oxford Cloth,M,red,114,"A red coloured, M sized, Oxford Cloth Shirt"
652,138,1065,93,1,93,331,50666,2021-02-05,2021-02-10,Binnie Gonzales,Polygender,32.0,5756 Savannah DriveApt. 644,7980,Aidenton,Northern Territory,Australia,Trousers,Joggers,XS,green,94,"A green coloured, XS sized, Joggers Trousers"
653,138,383,94,2,188,331,50666,2021-02-05,2021-02-10,Binnie Gonzales,Polygender,32.0,5756 Savannah DriveApt. 644,7980,Aidenton,Northern Territory,Australia,Shirt,Henley,L,violet,92,"A violet coloured, L sized, Henley Shirt"
654,139,521,102,2,204,871,11224,2021-06-15,2021-06-28,Calypso Ellaway,Bigender,48.0,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,Jacket,Windbreaker,S,violet,109,"A violet coloured, S sized, Windbreaker Jacket"
655,139,428,107,1,107,871,11224,2021-06-15,2021-06-28,Calypso Ellaway,Bigender,48.0,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,Jacket,Denim,L,orange,92,"A orange coloured, L sized, Denim Jacket"
656,139,280,105,1,105,871,11224,2021-06-15,2021-06-28,Calypso Ellaway,Bigender,48.0,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,Shirt,Cuban Collar,XS,red,93,"A red coloured, XS sized, Cuban Collar Shirt"
657,139,1110,115,3,345,871,11224,2021-06-15,2021-06-28,Calypso Ellaway,Bigender,48.0,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,Trousers,Cropped,XS,indigo,99,"A indigo coloured, XS sized, Cropped Trousers"
658,140,701,119,3,357,539,35025,2021-04-08,2021-04-13,Sonny Tremollet,Male,78.0,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,Jacket,Trench Coat,S,red,112,"A red coloured, S sized, Trench Coat Jacket"
659,140,955,97,1,97,539,35025,2021-04-08,2021-04-13,Sonny Tremollet,Male,78.0,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,Trousers,Slim-Fit,XS,yellow,119,"A yellow coloured, XS sized, Slim-Fit Trousers"
660,140,575,100,1,100,539,35025,2021-04-08,2021-04-13,Sonny Tremollet,Male,78.0,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,Jacket,Bomber,XS,green,90,"A green coloured, XS sized, Bomber Jacket"
661,140,533,98,2,196,539,35025,2021-04-08,2021-04-13,Sonny Tremollet,Male,78.0,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,Jacket,Leather,L,orange,113,"A orange coloured, L sized, Leather Jacket"
662,140,687,113,3,339,539,35025,2021-04-08,2021-04-13,Sonny Tremollet,Male,78.0,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,Jacket,Parka,M,blue,119,"A blue coloured, M sized, Parka Jacket"
663,140,628,112,1,112,539,35025,2021-04-08,2021-04-13,Sonny Tremollet,Male,78.0,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,Jacket,Cardigan,L,violet,118,"A violet coloured, L sized, Cardigan Jacket"
664,140,1130,102,3,306,539,35025,2021-04-08,2021-04-13,Sonny Tremollet,Male,78.0,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,Trousers,Cargo Pants,XS,yellow,106,"A yellow coloured, XS sized, Cargo Pants Trousers"
665,141,805,117,3,351,528,40203,2021-08-26,2021-09-13,Cad Dominichetti,Non-binary,63.0,556 Jacobson PlaceApt. 974,1126,Lake Madelineton,Western Australia,Australia,Jacket,Shearling,XS,red,95,"A red coloured, XS sized, Shearling Jacket"
666,141,950,97,1,97,528,40203,2021-08-26,2021-09-13,Cad Dominichetti,Non-binary,63.0,556 Jacobson PlaceApt. 974,1126,Lake Madelineton,Western Australia,Australia,Trousers,Slim-Fit,XS,orange,119,"A orange coloured, XS sized, Slim-Fit Trousers"
667,141,733,119,3,357,528,40203,2021-08-26,2021-09-13,Cad Dominichetti,Non-binary,63.0,556 Jacobson PlaceApt. 974,1126,Lake Madelineton,Western Australia,Australia,Jacket,Trench Coat,L,violet,112,"A violet coloured, L sized, Trench Coat Jacket"
668,142,8,96,3,288,237,53165,2021-06-15,2021-07-12,Cassaundra Sliman,Agender,71.0,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,Shirt,Oxford Cloth,L,orange,114,"A orange coloured, L sized, Oxford Cloth Shirt"
669,142,843,113,2,226,237,53165,2021-06-15,2021-07-12,Cassaundra Sliman,Agender,71.0,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,Trousers,Chinos,L,red,100,"A red coloured, L sized, Chinos Trousers"
670,142,131,92,3,276,237,53165,2021-06-15,2021-07-12,Cassaundra Sliman,Agender,71.0,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,Shirt,Denim,S,indigo,115,"A indigo coloured, S sized, Denim Shirt"
671,142,575,100,3,300,237,53165,2021-06-15,2021-07-12,Cassaundra Sliman,Agender,71.0,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,Jacket,Bomber,XS,green,90,"A green coloured, XS sized, Bomber Jacket"
672,142,717,119,3,357,237,53165,2021-06-15,2021-07-12,Cassaundra Sliman,Agender,71.0,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,Jacket,Trench Coat,M,green,112,"A green coloured, M sized, Trench Coat Jacket"
673,142,1237,112,3,336,237,53165,2021-06-15,2021-07-12,Cassaundra Sliman,Agender,71.0,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,Trousers,Tracksuit Bottoms,M,yellow,91,"A yellow coloured, M sized, Tracksuit Bottoms Trousers"
674,142,712,119,1,119,237,53165,2021-06-15,2021-07-12,Cassaundra Sliman,Agender,71.0,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,Jacket,Trench Coat,M,yellow,112,"A yellow coloured, M sized, Trench Coat Jacket"
675,142,932,96,3,288,237,53165,2021-06-15,2021-07-12,Cassaundra Sliman,Agender,71.0,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,Trousers,Drawstring,M,blue,104,"A blue coloured, M sized, Drawstring Trousers"
676,142,630,93,3,279,237,53165,2021-06-15,2021-07-12,Cassaundra Sliman,Agender,71.0,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,Jacket,Coach,XS,red,115,"A red coloured, XS sized, Coach Jacket"
